Date,Close,High,Low,Open,Volume
2025-06-05,3243.473388671875,3279.9384360226436,3236.353404838992,3279.9384360226436,3584683
2025-06-06,3256.07763671875,3262.5239346599506,3231.5430403786086,3243.473730125776,2070390
2025-06-09,3292.350341796875,3303.992342378787,3262.5239694574043,3271.27954690969,1718678
2025-06-10,3331.798095703125,3353.8312663403485,3293.601143598204,3309.7651599636156,2419874
2025-06-11,3340.457275390625,3356.909980604606,3318.5206483022603,3338.629301432497,2847013
2025-06-12,3304.1845703125,3343.1512807546196,3293.6010193282204,3340.4572389790806,4060134
2025-06-13,3315.249267578125,3319.8675914563746,3264.7368639985107,3264.7368639985107,2178493
2025-06-16,3363.93359375,3376.152737355931,3296.487416323079,3309.7650089781714,1934088
2025-06-17,3382.21435546875,3386.736371257649,3356.04416685221,3377.114961112031,2111940
2025-06-18,3320.7333984375,3404.0549041256045,3312.747815947458,3385.8705329382847,2696327
2025-06-19,3294.37109375,3320.348903192538,3283.7875417548917,3319.3867621020736,2672768
2025-06-20,3305.627685546875,3315.826473793808,3281.7665424976394,3295.332824141505,2351248
2025-06-23,3265.121826171875,3295.332959933054,3242.4152043720856,3285.71154983106,3123421
2025-06-24,3262.04296875,3311.7858496666604,3253.9610777731646,3304.5697916881572,3403048
2025-06-25,3314.38330078125,3319.3863869066126,3271.2793378210094,3278.3030139670477,1757699
2025-06-26,3311.496826171875,3320.7332385135887,3286.000090554292,3314.3832490719788,2879106
2025-06-27,3310.823486328125,3335.1654656898822,3301.105768277059,3324.1971522580116,1778433
2025-06-30,3330.93212890625,3333.7222438362,3300.143617027278,3309.6687189307536,1468351
2025-07-01,3299.85498046875,3353.0614253891877,3284.268343060543,3324.1971950415045,2375183
2025-07-02,3293.697509765625,3357.7759628799704,3290.5223973149878,3355.1782290195283,3090585
2025-07-03,3272.04931640625,3305.243182495177,3268.9705120384147,3300.1437879715377,2531870
2025-07-04,3290.329833984375,3297.257202194738,3261.7542933055606,3278.9765232213795,1109320
2025-07-07,3282.53662109375,3296.3915933540857,3279.361508602982,3288.8868460752856,1639174
2025-07-08,3277.24462890625,3295.3329266950955,3264.929177120374,3276.090106685197,2325242
2025-07-09,3255.69287109375,3284.7494832808984,3239.5288547764453,3280.90091915286,2034938
2025-07-10,3253.960693359375,3270.317089511684,3228.945028655843,3252.036411459103,3035012
2025-07-11,3142.3525390625,3208.7402687610033,3137.638142071979,3174.9690253465947,7635550
2025-07-14,3100.691650390625,3148.1252470894524,3078.8510973979974,3142.352401281831,3924009
2025-07-15,3129.171142578125,3136.002202567695,3084.623968418985,3084.623968418985,2590889
2025-07-16,3121.2548828125,3132.6464874286985,3109.187305299685,3115.365810708297,2540733
2025-07-17,3098.181640625,3129.8470122556437,3093.2582102459683,3112.5663349360093,2947640
2025-07-18,3079.549072265625,3117.103513998714,3076.749488627971,3113.434923384125,3432645
2025-07-21,3048.94580078125,3086.982946316993,3042.960329505588,3079.645764950135,3844346
2025-07-22,3050.29736328125,3070.088189339792,3045.4703325352643,3050.29736328125,3198036
2025-07-23,3069.123046875,3071.9226306702544,3048.366812883985,3050.2976253482652,1922875
2025-07-24,3039.098876953125,3063.909770455093,3031.3756269481614,3055.6074181166887,2934778
2025-07-25,3027.32080078125,3047.6907301283586,3017.47370470728,3031.375459671135,2568917
2025-07-28,2972.775390625,3010.1365638260077,2963.700430830921,3002.413314143324,3374473
2025-07-29,2950.281494140625,2967.658806606113,2935.993434530025,2954.1431191329557,4785312
2025-07-30,2947.96435546875,2962.831516110354,2941.7856146047457,2954.14286063789,2880121
2025-07-31,2931.74560546875,2953.9499481457733,2910.6997030967705,2936.47600158721,2968371
